기업명,주요업무,자격요건,우대사항
클로버추얼패션(CLOVirtualFashion),"• 정보보호팀 내 인프라팀 소속으로 전사 인프라 관리와 시스템 운영을 지원• 글로벌 오피스 IT 운영 및 이슈 대응, IT 프로젝트를 수행• Google Workspace, Slack 등 SaaS 기반 업무 서비스를 운영·관리하며, 신규 입·퇴사자 계정 관리 및 환경 설정을 담당• 글로벌 SaaS 및 소프트웨어 설치·구성을 관리하고, 다양한 IT/SaaS 플랫폼 문제를 진단·해결• Windows와 Mac 기반 임직원 디바이스를 관리하고, MDM 솔루션을 통해 보안 정책을 적용• 임직원 대상 IT 시스템 및 소프트웨어 교육을 현장·원격으로 제공.","• 비즈니스 레벨 영어 구사 능력과 뛰어난 커뮤니케이션 역량을 보유하신 분• IT 운영 문제를 주도적으로 해결하고, 정형화되지 않은 문제에도 적절한 해결책을 제시할 수 있는 분• 새로운 솔루션과 환경에 거부감 없이 적응하고, 최적의 효율성을 위해 학습하고 연구할 수 있는 분• Shell Script, PowerShell, Python 등 간단한 스크립트 작성 능력과 Google Workspace 운영 경험, IT 인프라 최적화·자동화·보안·클라우드 운영 등 IT 운영 관련 폭넓은 경험을 가진 분• 다양한 분야의 팀원들과 협업 가능하며, 성실하게 업무를 수행할 수 있는 분.","• ITIL 정책에 따른 IT 운영 경험이 있으신 분• Microsoft 365, Google Workspace 의 구축 또는 운영 경험이 있으신 분• Windows, Mac 장비 및 MDM 솔루션 운영 경험이 있으신 분• AWS / Azure의 infra 설정 경험이 있으신 분• On-Premise 인프라 혹은 서버룸의 운영/관리 경험이 있으신 분."
나무기술,• 시트릭스 가상화 솔루션(VDI) 제안 및 프로젝트 수행• 시트릭스 가상화 솔루션(VDI) 기술지원.,• 학력 : 학력무관• 경력 : 1년 이상• 시트릭스 Virtual Desktop & Xen Server 관련 지식 및 스킬 보유• Windows 및 MS Active Directory 관련 지식 및 스킬보유• MS SQL 설치 및 구성 스킬 보유.,"• Citrix Virtual Desktop, XenServer 유경험자• VDI 솔루션 구축 유경험자• Windows Server 및 SQL Database 교육 수료자."
페이타랩(패스오더),"【페이타랩 프로덕트팀】프로덕트팀은 패스오더 유저와 점주님을 연결하며 고객지향적인 프로덕트를 만드는 팀이에요. 프로덕트의 성장을 위해 각 팀에서 실현하고자 하는 수많은 아이디어와 프로젝트를 유기적인 의사소통을 통해 흡수하고 구현해내고, 이를 위해 불필요하고 복잡한 업무 프로세스를 지양하며 실행 중심의 효율적인 업무 문화를 갖고 있어요.“개발의 마지막 관문”이라는 마음가짐으로 안정적이면서도 혁신을 일으킬 수 있는 프로덕트를 개발하기 위해 수단과 방법을 가리지 않고 학습하고 실행하는 팀이에요. 프로덕트 매니저, 프로덕트 디자이너, 데브옵스 엔지니어, 개발자 등 프로덕트를 실현하는 과정 자체에서 즐거움을 느끼는 사람들과 그 이상으로 비즈니스 임팩트가 가장 중요하다는 점에 공감하는 사람들이 모여있어요.■ 풀스택 개발자 철님과 명규님의 패스오더 설립 과정이 궁금하다면? https://paytalab.notion.site/18631bd26cb647558e83fb608733c00c?pvs=4【 오시면 이런 업무를 하게 되실 거예요! 】 • 페이타랩 프로덕트(모바일 앱/웹)에 대한 전반적인 품질을 관리하고 개선해요.• QA 프로세스를 설계하고 실행해요.• 지속적으로 QA 프로세스 점검하고 요구사항에 따른 서비스의 품질 이슈 및 개선사항을 도출해요.• 기획을 분석한 후 Test Case를 설계, 유지보수, 운영해요.","【 이런 분을 찾고 있어요! 】• 모바일 앱/웹 서비스 품질 활동 경력이 3년 이상이신 분• QA 프로세스(워크플로우)를 구축해 본 경험이 있는 분• 테스트 설계와 Test Case를 직접 관리한 경험이 있는 분• 개발, 기획, 디자인에 대한 리뷰 및 피드백 등 유연한 커뮤니케이션 역량을 보유하신 분• 소프트웨어 품질 보장에 대한 책임감을 갖고 계신 분.","【 이런 분이면 더 좋아요! 】• ISTQB 또는 CSTS 자격증을 도전(또는 취득)할 정도로 새로운 기술에 대한 관심과 열정이 있으신 분• QA 업무 효율화를 위한 프로세스 개선 경험이 있으신 분• 애자일(Agile) 개발문화에 대한 경험과 이해가 있으신 분• CI/CD에 대한 이해와 경험이 있으신 분. (Jenkins 등) • O2O 및 플랫폼 서비스 QA 경험이 있으신 분• 자동화 툴 경험이 있고 자동화 테스트 구축을 설계, 운영 및 관리해보신 분."
이스트소프트(ESTsoft),- 알약 백신 및 자사 보안 솔루션 기술지원 (유선/메일/원격/방문)- 악성코드 이슈 대응- 제품 교육 및 파트너 대응.,"- 기술지원 관련 경력 2년 이상 7년 이하이신 분 (신입 지원 가능)- IT 기술지원 업무 관련 지식이 있는 분- OS(Linux, Windows) 지식 및 스킬이 있는 분- DBMS, 네트워크, 엔드포인트 지식 및 스킬이 있는 분- 고객과 원활히 소통할 수 있는 서비스 마인드를 갖춘 분- 해외 출장에 결격 사유가 없는 분.","- Endpoint 솔루션의 구축/유지보수 경력이 있는 분- IT 관련 자격증(정보처리기사/산업기사, PMP, IT-PMP)을 보유한 분- IT 관련 학과 졸업 또는 보안 및 IT 교육을 이수하신 분 - Anti-Virus와 정보보호 제품에 대한 풍부한 배경지식을 보유하며 및 보안제품 관련 경험이 있는 분- 보안 자격증(CISSP, CISA, 정보보안기사 등)을 보유한 분."
체크멀,(1) 제품 기술지원 및 고객 대응• 고객 대상으로 제품 기술지원 및 대응 (메일 / 전화 / 원격 / 방문)• 고객사 정기 점검 수행 (원격 / 방문)• 제품 구축 / 유지보수 및 기술문서 작성 (Linux 기반)• Linux 서버 취약점 대응• 기술지원 문서 작성 및 이슈 Jira 리포팅• 고객/파트너 제품 교육 및 기술 미팅 (2) SW 품질관리(QA)• 제품 패치 테스트 및 버그 리포팅• QA 업무 보조 (3) 랜섬웨어 감염 시스템 대응• 랜섬웨어 감염 시스템 조사• 랜섬웨어 감염 시스템 대응.,"-학력 : IT 관련 대학 전공 필수 -경력 : 1년~3년 (사원, 주임)-병역필 또는 면제자로 해외 여행에 결격 사유가 없는 자.","• 고객 커뮤니케이션 및 문제 해결에 적극적이신 분2. Linux / Windows OS 관련 지식 및 활용 능력3. SQL 쿼리, 네트워크, 보안 관련 기초 지식 보유4. Linux 서버에 솔루션 구축 경력 보유 (우대)."
다가올아이앤씨,• 네트워크 운영 패킷 분석 솔루션 구축 및 유지보수.,"• 경력 : 신입 • 학력 : 대졸 이상 (2,3년)• 연봉 : 면접시 협의.",• 컴퓨터/시스템공학• 정보처리기사• 해당직무 근무경험.
뷰티셀렉션,"뷰티셀렉션(바이오던스)의 디지털 혁신을 선도하는 AI Transformation Manager로서, AI 도입과 활용을 통해 전사 업무 효율화 및 새로운 비즈니스 가치 창출을 리드합니다.전사 AI 전략 수립 및 실행 총괄• 사내 전반의 업무 자동화/고도화를 위한 AI 도입 방향 기획• AI 기술 및 툴을 활용한 업무 생산성 향상 로드맵 기획AI 프로젝트 발굴 및 기술 도입 리서치• 부서별 니즈 기반의 AI 적용 방안 도출 (예: 제품기획, 디자인, 세일즈, CX 등)• 최신 AI 솔루션 및 생성형 AI 동향 리서치 및 사내 공유• AI 프로젝트 제안 및 세부 과제 실행, 성과 관리사내 AI 역량 강화 지원• 사내 AI 가이드라인 정립 및 교육 콘텐츠 제작• 직원 대상 교육 및 워크숍 기획 및 운영AI 윤리 · 보안 · 정책 관리 협업• 개인정보, 보안, 저작권 이슈에 대한 리스크 관리• 법무 및 기술 파트너사와 협업하여 사내 AI 사용 정책 수립.","• AI 기술 및 응용 사례에 대한 이해도가 높으신 분• 사내 업무 개선/디지털 전환 프로젝트 기획하고 실행한 경험이 있으신 분• 영어 또는 한국어 기반의 AI 기술 트렌드 리서치/정리 능력이 우수하신 분• 생성형 AI 도구에 대한 이해와 프롬프팅(예: ChatGPT, Midjourney, Copilot 등) 노하우가 있으신 분• 크로스 펑셔널 프로젝트 관리 경험이 많으신 분.","• IT/테크/컨설팅/스타트업/브랜드사 등에서 AI 기반 혁신 프로젝트를 리딩하신 분• 디자이너, 마케터, 기획자와의 협업 경험이 있으신 분• 소비재 트렌드에 대해 관심이 많으신 분• 전사 교육, AI 가이드라인/윤리 정책 정립 경험이 있으신 분."
엘리스,"• IT 자산 관리• 서버, 네트워크 장비, PC, 모니터, 소프트웨어 등 IT 자산을 체계적으로 관리하는 시스템 및 프로세스를 구축하고 운영합니다.• 입·퇴사자의 PC 및 태블릿 장비를 주기적으로 구매 및 정리합니다.• 사내에서 사용하는 소프트웨어(MS Office, 한글, Adobe 등) 라이선스를 관리합니다.• IT 헬프 데스크를 운영하여 구성원의 PC 장애를 지원합니다.• 엘리스 자회사의 기반 환경(인터넷, 캡스 등 시설물 및 비품) 구성을 지원합니다.2. 계정 관리• MS Office365, 엘리스 LXP, gitLab, Confluence 등의 계정을 생성 및 삭제하고 권한을 관리합니다.• 입·퇴사자의 계정을 생성 및 삭제하고, 권한을 부여하거나 회수하는 등의 관리를 담당합니다.3. 보안 지원• 최종 사용자 보안 관련 절차서 및 관리대장을 유지·관리합니다.• 클린 데스크 점검을 수행합니다.4. 데이터센터 운영 및 보안 지원• 엘리스가 운영하는 데이터센터의 물리적 보안 업무를 지원합니다.• 데이터센터의 보안관제 및 운영 업무를 지원합니다.","• IT 자산 관리 및 지원 분야에서 2년 이상의 경력을 보유하신 분• 서버 및 PC 관련 전반적인 지식을 보유하신 분 (하드웨어 및 소프트웨어 셋업, 트러블슈팅 등)• MS Office365, gitLab, Confluence 등 소프트웨어 및 라이선스 관리 경험이 있으신 분• AI 도구를 활용해 업무 효율성을 높이고 성과를 최적화할 수 있는 역량을 보유하신 분.",• 스타트업 또는 IT 업계에서 2년 이상의 근무 경험• 다양한 툴을 활용한 경영지원 업무의 효율화·고도화 경험• 데이터센터 운영 또는 보안관제 경험.
위메이드(WEMADE),"• 클라우드 운영(게임 퍼블리싱 인프라)• 게임 서버 아이텍처 구성, 운영• Azure 인프라 관리(PowerShell, Ansible, TerraForm 을 통한 자동화)• 장애 대응• 모니터링 시스템 운영(그라파나).","• 경력 5년 이상이신 분• 게임 시스템 운영에 대한 경험을 보유하신 분• 스크립트(Batch/PowerShell/BashShell) 작성 관련 기초 역량 및 경험을 보유하신 분• Windows Server OS, Linux OS와 관련 기본기를 갖추신 분• 대용량 트래픽 처리에 대한 지식 및 경험을 보유하신 분• CSP에 대한 이해를 갖추신 분• 업무 프로세스 전반을 파악하고 논리적으로 사고할 수 있으신 분.","• 커뮤니케이션 능력이 좋으신 분• 활발한 성격의 소유자로 사람 간 친화력이 좋으신 분• Azure, AWS 경험이 있으신 분• Azure CSP에 대한 이해와 관련 경험을 보유하신 분• 시스템엔지니어(SE) 경험이 있으신 분."
디딤365,"• 퍼블릭 클라우드 인프라 구축 및 운영• 고객사 대상 클라우드 운영 및 기술 문의 대응• Nginx, Apache, Tomcat 등 WEB/WAS 서버 설치, 설정, 튜닝 및 운영• DBMS 설치, 구성 및 운영 (백업/복구 포함)• 클라우드 기반 시스템 구축, 운영 및 모니터링• SQL 기반 쿼리 작성 및 데이터 확인/분석 업무 수행• 외근 및 고객사 파견 업무 수행 (필요 시).","• 클라우드에 대한 기본적인 이해• 주어진 정보로부터 문제 원인을 유추해 낼 수 있는 논리적인 사고 보유자• 1년이상 퍼블릭 클라우드 플랫폼 구축 및 운영 경험 (KT Cloud, Naver Cloud Platform (NCP), Samsung Cloud Platform (SCP), NHN Cloud,AWS, Microsoft Azure)• OS, Network, 보안 등 시스템 운영에 대한 기초적인 지식 보유• Apache, Nginx, Tomcat 등 Middleware 구축 및 운영 경험• PowerShell, Bash, Python 등 1개 이상의 스크립트 언어를 사용하여 업무를 개선한 경험• Oracle, MSSQL, PostgreSQL, MySQL 등 주요 DBMS 설치 및 운영 경험 보유• 외근 및 파견 업무 수행에 결격 사유가 없는 자.","• MSP 운영업무 경험자 또는 SI 프로젝트 유경험자• 최신 기술에 대한 높은 관심• CI/CD, IaC, 등 DevOps 환경에 대한 경험과 이해• 클라우드 인프라 측면의 Observability 구현 경험자• System Engineering에 대한 깊은 이해• Kubernetes, Docker 등 컨테이너 환경에 대한 기초적인 지식• 클라우드 관련 Professional 이상 자격증 보유자 (AWS, Azure, NCP 등)."
