기업명,주요업무,자격요건,우대사항
알렌의서재,"• 기존 또는 신규 프로젝트 개발 및 유지보수• Kotlin을 이용한 Android Application 개발• Jetpack(Compose 및 ViewModel, flow, Coroutine, Room)을 이용함.",• 3년 이하의 경력을 보유하신 분.,"• Google PlayStore 출시 경험이 있으신 분• Thread와 비동기 프로그래밍에 대한 이해가 있으신 분• MVI, MVVM 디자인 패턴에 대한 이해가 있으신 분• 클린 아키텍처 방법론을 준수하는 견고하고 확장 가능한 소프트웨어 솔루션을 설계, 구현해본 경험이 있으신 분• Git 등의 분산 버전 관리 시스템 이용에 능숙한 분• 원활한 커뮤니케이션 능력을 보유하고 있으신 분• 나의 성과보다 팀의 성과, 개별 팀의 성과보다 서비스 전체의 성과를 추구하시는 분• 전달해야 하는 정보를 글로 잘 표현하시는 분• 좋은 함수/변수 이름을 위해 깊은 고민을 경험하신 분• smart recomposition 에 대해 고민 해보신 분• AI를 활용해 생산성을 향상시킨 경험이 있는 분."
컬리,"• 물류/배송 운영에 필요한 Android Native 앱 개발 및 유지보수 - 물류 시스템과 유기적으로 연동하여 안정적인 서비스 운영 2) 현장 작업자의 생산성 및 업무 효율 극대화를 위한 기술 구현 - 위치 트래킹, 바코드 스캔, 지오펜싱 등 물류 특화 기능 개발 - 백그라운드 작업 및 알림 기능 최적화 3) 앱 안정성 및 성능 최적화를 위한 지속적인 개선 - 안정적인 아키텍처 설계 및 코드 리팩토링 - 테스트 코드 작성을 통한 서비스 품질 향상 4) 물류 현장과의 긴밀한 소통을 통한 기술 과제 도출 및 문제 해결 - 현장 사용자의 니즈를 파악하고 기술 솔루션 제안 - Agile 기반의 협업을 통해 목표 달성.","[경험]• Android 앱 개발 경력 8년 이상 • 상용 서비스의 개발, 배포 및 운영 전반에 대한 깊은 이해[지식]• 물류, 배송 또는 이커머스 도메인에 대한 높은 이해도를 가지신 분 • 위치 트래킹 및 바코드 스캔 등 하드웨어 연동 개발 경험을 보유한 분• 안정적인 앱 아키텍처 설계 및 구현 역량을 보유한 분• 대용량 트래픽 환경에서 서비스 안정성 확보 및 성능 최적화 경험을 보유한 분• 서버-클라이언트 간 데이터 통신(REST API 등)에 대한 이해도가 높으신 분• 테스트(TDD, 단위/통합 테스트 등)를 통해 서비스 안정성 확보 경험을 보유한 분 [스킬]• Kotlin 기반의 Android Native 앱 개발에 능숙하신 분• Android Jetpack Compose와 Data Binding을 활용한 UI/UX 개발 경험을 보유한 분• AAC(Android Architecture Components)를 활용한 MVVM 아키텍처 구현 경험을 보유한 분• Kotlin Coroutine & Flow를 활용한 비동기 프로그래밍에 능숙하신 분• Git/GitHub를 활용한 협업 및 코드 관리 경험을 보유한 분.","• Flutter 개발 경험이 있으신 분• 생성형 AI를 적극 활용하여 개발 생산성과 기술 경쟁력을 향상시키고, 문제해결/고부가가치 업무로의 전환 등 업무 방식을 개선하는 데 관심이 있으신 분• 하이브리드 앱(Hybrid App) 개발 경험이 있으신 분 • 앱 아키텍처 설계 역량이 높으신 분• 앱 안정성 및 성능 최적화를 위한 개선 경험이 풍부하신 분 • CI/CD(Github Action 등) 구축 및 운영 경험을 보유한 분• 동료에게 지식과 경험을 적극적으로 공유하며 함께 성장하는 분."
페이앤스토어,• POS(Point of Sale) 서비스에 필요한 태블릿 화면 개발(Compose 활용)2. 자사 서비스 모니터링 및 클라우드 서비스 연동3. 오픈소스 라이브러리 분석 및 사용.,• 안드로이드 네이티브 앱 개발 경력 3년 이상2. Compose를 이용한 태블릿 화면 개발 경험을 가지신 분3. kotlin Coroutine을 이용한 동기/비동기처리 경험이 있는 분4. RESTful API 설계 및 연동에 대한 기본적인 이해를 가지신 분5. Websocket 통신에 대한 기본적인 이해를 가지신 분6. MVVM Architecture와 Clean Architecture에 대한 이해를 가지신 분.,"• 실시간 데이터 처리 및 비동기 프로그래밍(Flow, Coroutine)에 대한 이해를 가지신 분2. Android Jetpack 컴포넌트(Room) 사용 경험이 있는 분3. 형상관리 툴(Git, JIRA, Confluence 등)에 능숙한 분4. 오픈소스 라이브러리 분석 및 사용 경험이 있는 분5. Firebase, NCP 등 클라우드 서비스 연동 경험이 있는 분6. Android Testing 도구 사용 및 Unit Test 작성 경험이 있는 분."
크래블,"• 자율주행 시스템(안드로이드 App)신규 기능 개발• 자율주행 시스템(안드로이드 App) 개선, 최적화, 리팩토링, 테스트/배포 자동화 등)• 사용 기술(Android SDK, JAVA, Kotlin, TypeScript).","• java, kotlin 언어 및 안드로이드 플랫폼에 대한 높은 이해도를 가지신 분• 포트폴리오 이력서 서류 첨부.","• JNI 이용한 서비스 구축한 경험이 있으신분• UART, CAN, BLE 등의 통신 프로토콜 경험• 위치기반 개발 경험해보신 분• 코드 개선 및 코드 리뷰에 적극 참여하시는 분• 단위/기능 테스트 코드 작성 경험해보신 분• 안드로이드 UI/UX 가이드라인에 대한 이해도가 높으신 분• 새로운 기술 습득과 지식 공유에 즐거움을 느끼시는 분• 다른 직군 동료(디자인/운영/개발)과 적극적으로 협업, 소통하시는 분."
키다리스튜디오,"• 8개의 ​글로벌 ​플랫폼, ​12개 스토어의 ​Android 앱 신규 개발/운영.",• 7년 이상의 Android 개발 경력을 보유하신 분· Kotlin을 이용한 Android 개발 경험이 있으신 분 · 하이브리드(WebView기반) 및 크로스플랫폼 을 이용한 앱 개발 경험이 있으신 분.,"• iOS(SWIFT) 개발 경험이 있으신 분 · Google Play, ​One Store, ​APK ​등 다양한 스토어 ​배포 경험이 ​있으신 분."
티맵모빌리티,• 티맵모빌리티 서비스의 Android Application을 개발하고 운영합니다.• 계속해서 Android Application의 성능을 분석하고 개선합니다.• 사용자 지향의 Application을 설계하고 개발합니다.• 새로운 기술 및 트렌드를 연구라고 적용합니다.,• Android 개발 경력 5년 이상이거나 이에 준하는 경험을 보유하신 분• Android 개발에 대한 충분한 자신감을 가지신 분• Java/Kotlin 중 1개 이상 높은 이해도를 보유하신 분• 1개 이상의 Android Application 상용 출시 및 운영 경험 보유하신 분• 다양한 분야의 사람들과 협업 및 커뮤니케이션 능력 보유하신 분.,"• Open GL 관련 개발 경험 및 지식 보유하신 분• 다양한 오픈 소스를 이용한 서비스 개발 및 운영 경험 보유하신 분• Embedded Device 또는 스마트폰 개발 경험을 보유하신 분• GPS, 좌표계 등 위치 기반 서비스 지식을 보유하신 분• Location-based Service 혹은 Mobility 서비스 개발 경험을 보유하신 분."
포티투닷(42dot),"• Android Connected car service 앱 개발, 기능 개선 및 유지보수• RESTful API, BLE, UWB 등 차량과 모바일 간 통신 기능 개발• 코드 품질 개선, 리팩토링, 성능 최적화 및 직관적인 UX/UI 구현• 안정적이고 확장 가능한 앱 아키텍처 설계를 위해 최신 Android 기술 연구 및 도입• CI/CD, 테스트 자동화(Unit/UI/Integration), 성능 모니터링 및 최적화.","• Android 앱 개발 경력 3년 이상• Android 프레임워크 전반에 대한 깊은 이해• Clean Architecture, Modularization에 대한 이해와 설계 경험• Kotlin 및 Jetpack(Compose, Hilt, Lifecycle, Navigation, Room, Datastore), Coroutines, Flow, Firebase 활용 경험• RESTful API 이해 및 Retrofit2/OkHttp3 기반 개발 경험• 다양한 디바이스와 해상도 대응 및 앱 최적화 경험.","• 소프트웨어 개발 방법론에 대한 깊이 있는 이해와 이를 프로젝트에 적용한 경험• 코어 로직, 커스텀 UI, 제네릭 및 타입 추상화를 활용한 공통 코드 설계 및 개발 경험• SDV 및 Mobility 관련 프로젝트 개발 경험• 대규모 B2C 앱 설계 및 개발 경험• NFC, Bluetooth, BLE, UWB, GFPS 등 근거리 통신 기술 활용 경험• 차량용 디지털 키 개발 경험• TDD, 단위/통합 테스트 작성 및 자동화 경험."
뱅크샐러드,"[뱅크샐러드 안드로이드 엔지니어는 아래와 같은 업무를 수행합니다.]• 뱅크샐러드의 네이티브 기능 개발을 진행합니다.• 뱅크샐러드의 주요 제품인 홈, 자산, 가계부 화면의 기능을 개발 및 개선합니다.• Push Notification, 딥링크 관련 기능을 개선하여 유저가 뱅크샐러드의 각 기능을 쉽고 빠르게 접근할 수 있도록 합니다.• Web과 Native 간의 interface를 유지보수하여 WebView 기반의 서비스를 안정적으로 운영할 수 있도록 합니다.• 프로젝트 내 동일 관심사를 갖는 코드의 모듈화 작업을 진행합니다.• Android Chapter 내 코드리뷰에 참여하여 코드 퀄리티 향상에 기여하고, 기술 토론을 통해 Best Practice 를 논의하여 개발 생산성을 향상시킵니다.[아래의 기술 스택(툴)을 주로 활용합니다.]• 100% Kotlin 을 사용합니다.• Coroutine 를 이용하여 반응형 & 비동기 프로그래밍을 작성합니다.• Clean Architecture 를 추구합니다.• Multi Module Architecture 를 추구합니다.• MVI 기반 아키텍쳐 컴포넌트를 자체 구현하고 사용합니다.• UI는 Jetpack Compose 기반으로 구현하고 있습니다.• API 명세로 Protobuf 를 사용하고, Kotlin Code 를 자체 구현한 스크립트를 통해 자동 생성합니다.• Figma 를 이용해 디자인을 관리하고, Figma Plugin 을 개발하여 디자인 컴포넌트 목록을 추적합니다.• Figma 파일에 등록된 이미지를 자체 구현한 스크립트를 이용해 XML 로 변환하여 사용합니다.","• Android 개발경험이 4년 이상이거나 그에 준하는 실력을 보유하고 있어야 합니다.• Kotlin 언어에 대한 높은 이해도를 기반으로 제품을 개발 및 출시한 경험이 필요합니다.• Coroutine 비동기 프로그래밍을 활용한 상용 서비스 개발 경험이 필요합니다.• AAC 및 Clean Architecture 등을 활용하여 서비스 레이어를 분리하여 개발한 경험이 필요합니다.• MVVM, MVI 등의 디자인패턴을 적용해본 경험이 필요합니다.• Zeplin, Figma, ProtoPie 등 하나 이상의 디자인 협업 도구를 이용한 협업 경험이 필요합니다.• 다양한 Crash-Reporting, Analytics 도구들을 이용하여 문제를 분석하고 해결할 수 있어야 합니다.• 프로젝트에서 필요한 외부 라이브러리를 적절한 요구조건에 맞게 선택하고 검증 및 적용할 수 있어야 합니다.• 컴퓨터 공학의 기초 지식에 대한 이해를 바탕으로 한 응용 시스템 설계 능력이 요구됩니다.","• CI/CD 설계 및 유지보수 경험이 있는 분을 우대합니다.• 모듈화 등을 통해 전반적인 프로젝트 관리 및 유지보수성을 높인 경험이 있으면 더욱 좋습니다.• Android Studio Debugger 등을 사용하여 디버깅 난이도가 높은 이슈를 해결한 경험이 있으면 더욱 좋습니다.• JIRA, Notion 등 하나 이상의 협업 도구를 이용한 협업 경험이 있으면 좋습니다.• 100만 이상의 MAU를 가진 상용 서비스 개발 경험이 있다면 더욱 좋습니다.• 고객 피드백을 통한 실험 가설을 설정하고, A/B Test 등의 실험을 통한 검증 경험이 있다면 더욱 좋습니다.• 하위 호환을 고려한 대규모의 Architecture Migration 경험이 있다면 더욱 좋습니다.• 서비스의 핵심 시나리오에 대한 Automated UI Test 구축 경험이 있는 분과 함께하고 싶습니다.• 현재 뱅크샐러드에서는 React Native를 시범 도입 중이며, 관련 경험이 있다면 더욱 환영합니다.• 오픈소스 프로젝트에 기여한 경험을 우대합니다.• 내 작업물을 문서나 외부 공유용 (Readme, 블로그 등) 으로 기록하고 업데이트 하는 습관을 가지신 분이면 더욱 좋습니다.• 새로운 기술이나 개발 패러다임에 관심있고 꾸준히 학습하는 분이면 더욱 좋습니다."
페이타랩(패스오더),"【페이타랩 프로덕트팀】프로덕트팀은 패스오더 유저와 점주님을 연결하며 고객지향적인 프로덕트를 만드는 팀이에요. 프로덕트의 성장을 위해 각 팀에서 실현하고자 하는 수많은 아이디어와 프로젝트를 유기적인 의사소통을 통해 흡수하고 구현해내고, 이를 위해 불필요하고 복잡한 업무 프로세스를 지양하며 실행 중심의 효율적인 업무 문화를 갖고 있어요.“개발의 마지막 관문”이라는 마음가짐으로 안정적이면서도 혁신을 일으킬 수 있는 프로덕트를 개발하기 위해 수단과 방법을 가리지 않고 학습하고 실행하는 팀이에요. 프로덕트 매니저, 프로덕트 디자이너, 데브옵스 엔지니어, 개발자 등 프로덕트를 실현하는 과정 자체에서 즐거움을 느끼는 사람들과 그 이상으로 비즈니스 임팩트가 가장 중요하다는 점에 공감하는 사람들이 모여있어요.【오시면 이런 업무를 하게 되실 거예요!】 • 패스오더 사용자가 쉽고 편하게, 그리고 안전하게 서비스를 이용할 수 있는 Android 앱을 개발하고 운영해요.• Kotlin을 주 언어로 안드로이드 어플리케이션을 개발, 운영, 최적화 작업을 하게 돼요.• AOS/ 웹 개발자와의 협업을 통한 모바일 서비스를 개선해요.• 더 나은 서비스를 위한 새로운 기술 도입, 구조 개선, 성능 최적화 등의 다양한 시도를 해요. 【개발환경】• 사용언어: Kotlin, Java• 개발환경 및 도구: Android Studio.","【이런 분을 찾고 있어요!】• Java 및 Android framework에 대해 높은 이해도를 갖고 계신 분• 모바일 앱 UX에 대한 이해도 및 AOS 휴먼 인터페이스에 대한 이해도가 높은 분• 사용자 경험을 개선하는데 필요한 퍼포먼스 개선 및 네트워킹 구현 경험이 있는 분• Android App Architecture Guideline을 잘 이해하고 있으신 분• Coroutines, Flow, ViewBinding 등 Android 최신 기술 동향 및 최신 라이브러리에 익숙하신 분.","【이런 분이면 더 좋아요!】• Kotlin, Java에 대한 지식이 풍부하고 관련 경험이 많으신 분• 효율적인 협업을 위한 AOS 프로젝트의 기반 작업 경험이 있으신 분• MVVM 디자인 패턴 적용에 대한 경험이 있는 분• 동료와 다양한 학습 내용을 공유하고 서로 도움을 주고 받으며 함께 기술적으로 성장하고자 하는 마인드를 가진 분• 요구사항 분석 및 다른 개발자와 협업을 위한 원활한 커뮤니케이션 능력을 가지신 분."
토스플레이스,"• 시장에서 필요한 제품을 기획하기 위해 시장, 고객, 사업파트너의 니즈를 분석하고 제품 컨셉을 발굴해요.• 신규 제품 기획, 개발, 생산 및 출시 후 품질 관리 등 제조과정 전체에 참여하게 됩니다. 누군가 정해놓은 제품에 대해 내가 맡은 분야에만 국한하여 참여하는 것이 아니라 보유하신 Software 전문성에 기반하여 해당 제품의 성공적인 출시를 위해 풀어야 할 과제를 적극적으로 발굴하고 해결책을 찾아요.• 사업에 필요한 필수 개발 요소를 자체 개발하여 관련 Know-How 및 기술자산을 쌓아요.• 성공적인 Product 출시를 위해 소프트웨어 개발, 디자인, 품질 등 여러 동료들은 물론 외부 협력사와도 긴밀히 협의해요.• 양산과정이나 시장품질 관련 문제를 분석하고 원인을 찾아 빠르게 대응해요.• 결제가 끊기지 않는 안정적인 시스템을 함께 설계하고 개발하는 업무를 담당해요.","• Java, Kotlin으로 Device 제품을 개발한 경험이 필요해요.• Android Framework 개발 경험과 AOSP 아키텍처에 대한 이해도가 높으신 분이 필요해요.• Kernel 단부터 HAL, Android Framework, Application 까지 넓은 영역에서 제품의 사용자 경험을 저해하는 요소를 총체적으로 발굴하고 해결 방법을 제시할 수 있는 분이 필요해요.• 효율적인 제품(Device) 개발 및 양산 후 운영을 감안한 SW 구조 설계 경험이 있다면 더 좋아요.• 제품 개발 단계 이후 양산 대응까지 경험이 있다면 더 좋아요.• C, C++ 언어로 네이티브 서비스 개발 경험이 있는 분이면 더 좋아요.",
